mineral name,point group,space group
Perettiite-(Y),2/m2/m2/m,Pmna
Perhamite,32/m2/m,P3m1
Periclase,4/m32/m,Fm3m
Perite,2/m2/m2/m,Bmmb
Perlialite,6/m2/m2/m,P6/mmm
Perloffite,2/m,P21/m
Permingeatite,42m,I42m
Perovskite,2/m2/m2/m; 2/m2/m2/m; 4/m32/m,Pbnm; Cmmm; Pm3m
Perraultite,2; 1,C2; C1
Perrierite-(Ce),2/m,C2/m
Perrierite-(La),2/m,P21/a
Perroudite,222,P21212
Perryite,32/m2/m,R3c
Pertlikite,4/m2/m2/m,I41/acd
Pertoldite,322,P3121
Pertsevite-(F),2mm,Pna21
Pertsevite-(OH),2/m2/m2/m,Pnma
Petalite,2/m; 2/m,P2/c; P2/a
Petarasite,2/m,P21/m
Petedunnite,2/m,C2/c
Peterandresenite,2/m,C2/m
Peterbaylissite,2/m2/m2/m,Pcab
Petermegawite,2mm,Cmc21
Petersenite-(Ce),2,P21
Petersite-(Ce),6/m,P63/m
Petersite-(La),6/m,P63/m
Petewilliamsite,2,C2
Petitjeanite,1,P1
Petricekite,2/m2/m2/m,Pnnm
Petrovite,2/m,P21/c
Petrukite,2mm,Pmn21
Petscheckite,32/m2/m,P31m
Petterdite,2/m2/m2/m,Pbnm
Petzite,432,I4132
Pezzottaite,32/m2/m; 3mm; 32/m2/m,R3c; R3c; R3m
Pharmacoalumite,43m,P43m
Pharmacolite,m,Ia
Pharmacosiderite,43m,P43m
Pharmazincite,6,P63
Phaunouxite,1,P1
Phenakite,3,R3
Philipsbornite,32/m2/m,R3m
Philipsburgite,2/m,P21/c
Phillipsite-Ca,2/m,P21/m
Phillipsite-K,2/m,P21/m
Phillipsite-Na,2mm,B2mb
Philolithite,4/m2/m2/m,P42/nnm
Philoxenite,1,P1
Philrothite,2/m,P21/c
Phlogopite,m; 322; 2/m; 2/m; 2,Cm; P3112; C2/c; C2/m; C2
Phoenicochroite,2/m,C2/m
Phosgenite,4/m2/m2/m,P4/mbm
Phosinaite-(Ce),222,P22121
Phosphammite,2/m,P21/c
Phosphocyclite-(Fe),2/m,C2/c
Phosphocyclite-(Ni),2/m,C2/c
Phosphoellenbergerite,6mm,P63mc
Phosphoferrite,2/m2/m2/m; 2/m2/m2/m,Pbna; Pcmb
Phosphogartrellite,1,P1
Phosphohedyphane,6/m,P63/m
Phosphophyllite,2/m,P21/c
Phosphosiderite,2/m,P21/n
Phosphovanadylite-Ba,43m,I43m
Phosphovanadylite-Ca,43m,I43m
Phosphowalpurgite,1,P1
Phosphuranylite,2/m2/m2/m,Bmmb
Phoxite,2/m,P21/c
Phuralumite,2/m,P21/a
Phurcalite,2/m2/m2/m,Pbca
Picaite,2/m,P21/c
Piccoliite,2/m2/m2/m,Pbcm
Pickeringite,2/m,P21/c
Picotpaulite,2/m2/m2/m,Cmcm
Picromerite,2/m,P21/a
Picropharmacolite,1,P1
Pieczkaite,6/m,P63/m
Piemontite,2/m,P21/m
Piemontite-(Pb),2/m,P21/m
Piemontite-(Sr),2/m,P21/m
Piergorite-(Ce),2/m,P2/a
Pierrotite,2mm,Pna21
Pigeonite,2/m; 2/m,P21/c; C2/c
Pilawite-(Y),2/m,P21/c
Pillaite,2/m,C2/m
Pilsenite,32/m2/m,R3m
Pinakiolite,2/m,C2/m
Pinalite,2/m2/m2/m,Amam
Pinchite,2/m2/m2/m,Ibam
Pingguite,2/m2/m2/m,Pnma
Pinnoite,4; 4/m,P42; P42/n
Pirquitasite,4,I4
Pirssonite,2mm,Fdd2
Pitiglianoite,6; 6/m,P63; P63/m
Pittongite,62m,P6m2
Piypite,4; 4/m,I4; P4/n
Pizgrischite,2/m,C2/m
Plagionite,2/m,C2/c
Plancheite,2/m2/m2/m,Pcnb
Planerite,1,P1
Plasilite,2/m,P21/c
Platarsite,332/m,Pa3
Platinum,4/m32/m,Fm3m
Plattnerite,4/m2/m2/m; 2/m2/m2/m,P42/mnm; Pnam
Plavnoite,2/m,C2/m
Plimerite,2/m2/m2/m,Bbmm
Pliniusite,6/m,P63/m
Plombierite,m,Bb
Plumboagardite,6/m,P63/m
Plumboferrite,6/m2/m2/m,P63/mmc
Plumbogummite,32/m2/m,R3m
Plumbojarosite,3mm; 32/m2/m,R3m; R3m
Plumbonacrite,6mm,P63cm
Plumboperloffite,2/m,P21/m
Plumbopharmacosiderite,43m,P43m
Plumbophyllite,2/m2/m2/m,Pbcn
Plumboselite,2mm,Cmc21
Plumbotsumite,222,C2221
Podlesnoite,2/m2/m2/m,Cmcm
Poellmannite,3,R3
Poirierite,2/m2/m2/m,Pmma
Poitevinite,1,P1
Pokhodyashinite,1; 2/m,P1; C2/m
Pokrovskite,2/m,P21/a
Polarite,2mm; 2mm,Ccm21; Cmc21
Poldervaartite,222; 2/m2/m2/m,P212121; Pbca
Polekhovskyite,6/m2/m2/m,P63/mmc
Polezhaevaite-(Ce),6/m,P63/m
Polkanovite,6/m,P63/m
Polloneite,2,P21
Pollucite,4/m32/m; 4/m2/m2/m,Ia3d; I41/acd
Polyakovite-(Ce),2/m,C2/m
Polyarsite,2/m,I2/m
Polybasite,2/m; 322; 32/m2/m,C2/c; P321; P3m1
Polycrase-(Y),2/m2/m2/m,Pbcn
Polydymite,4/m32/m,Fd3m
Polyhalite,1; 1,P1; F1
Polylithionite,2/m; 2,C2/c; C2
Polyphite,1,P1
Pomite,1,P1
Ponomarevite,2/m,C2/c
Popovite,1,P1
Poppiite,2/m,C2/m
Popugaevaite,m,Pn
Portlandite,32/m2/m; 2,P3m1; I2
Posepnyite,43m,I43m
Posnjakite,m,Pa
Postite,2/m2/m2/m,Pccn
Potarite,4/m2/m2/m,P4/mmm
Potassic-arfvedsonite,2/m,C2/m
Potassic-chloro-hastingsite,2/m,C2/m
Potassic-chloro-pargasite,2/m,C2/m
Potassic-ferri-leakeite,2/m,C2/m
Potassic-ferro-pargasite,2/m,C2/m
Potassic-ferro-taramite,2/m,C2/m
Potassic-fluoro-hastingsite,2/m,C2/m
Potassic-fluoro-pargasite,2/m,C2/m
Potassic-fluoro-richterite,2/m,C2/m
Potassic-hastingsite,2/m,C2/m
Potassic-jeanlouisite,2/m,C2/m
Potassic-magnesio-arfvedsonite,2/m,C2/m
Potassic-magnesio-fluoro-arfvedsonite,2/m,C2/m
Potassic-pargasite,2/m,C2/m
Potassic-richterite,2/m,C2/m
Potassic-sadanagaite,2/m,C2/m
Potassiccarpholite,2/m2/m2/m,Ccca
Pottsite,422,I4122
Poubaite,32/m2/m,R3m
Poudretteite,6/m2/m2/m,P6/mcc
Poughite,2mm,P21nb
Povondraite,3mm,R3m
Powellite,4/m,I41/a
Poyarkovite,2/m,C2/c
Pracharite,32/m2/m,P3c1
Pradetite,1,P1
Prehnite,2/m2/m2/m; 2mm,Pncm; P2cm
Preisingerite,1,P1
Preiswerkite,2/m,C2/m
Preobrazhenskite,2/m2/m2/m,Pbcn
Pretulite,4/m2/m2/m,I41/amd
Prewittite,2/m2/m2/m,Pnnm
Pribramite,2/m2/m2/m,Pnma
Priceite,2/m,P21/c
Priderite,4/m,I4/m
Princivalleite,3mm,R3m
Pringleite,1,P1
Priscillagrewite-(Y),4/m32/m,Ia3d
Prismatine,2/m2/m2/m,Cmcm
Probertite,2/m,P21/c
Proshchenkoite-(Y),3mm,R3m
Prosopite,2/m,C2/c
Prosperite,2/m,C2/c
Protasite,m,Pn
Proto-anthophyllite,2/m2/m2/m,Pnmn
Protocaseyite,1,P1
Protochabourneite,1,P1
Protoenstatite,2/m2/m2/m,Pbcn
Proudite,2/m,C2/m
Proustite,3mm,R3c
Proxidecagonite,2/m2/m2/m,Pnma
Pseudoboleite,4/m2/m2/m,I4/mmm
Pseudobrookite,2/m2/m2/m; 2/m2/m2/m,Cmcm; Bbmm
Pseudodickthomssenite,1,P1
Pseudograndreefite,222,F222
Pseudojohannite,1,P1
Pseudolaueite,2/m,P21/a
Pseudolyonsite,2/m,P21/c
Pseudomalachite,2/m,P21/c
Pseudomarkeyite,2/m,P21/m
Pseudomeisserite-(NH4),2/m,P21/c
Pseudopomite,1,P1
Pseudorutile,622,P6322
Pseudosinhalite,2/m,P21/c
Pseudowollastonite,2/m,C2/c
Pucherite,2/m2/m2/m,Pnca
Pumpellyite-(Al),2/m; 2/m,A2/m; C2/m
Pumpellyite-(Fe2+),2/m,A2/m
Pumpellyite-(Mg),2/m; 2/m,A2/m; C2/m
Pumpellyite-(Mn2+),2/m,A2/m
Puninite,2/m,C2/c
Punkaruaivite,2/m,C2/c
Purpurite,2/m2/m2/m,Pbnm
Pushcharovskite,1,P1
Putnisite,2/m2/m2/m,Pnma
Puttapaite,2/m,C2/m
Putzite,43m,F43m
Pyatenkoite-(Y),322,R32
Pyracmonite,3mm; 2/m,R3c; P21/c
Pyradoketosite,2/m,P21/n
Pyrargyrite,3mm,R3c
Pyrite,332/m; 1,Pa3; P1
Pyroaurite,3mm,R3m
Pyrobelonite,2/m2/m2/m,Pnma
Pyrochroite,32/m2/m,P3m1
Pyrolusite,4/m2/m2/m,P42/mnm
Pyromorphite,6/m,P63/m
Pyrope,4/m32/m,Ia3d
Pyrophanite,3; 3mm,R3; R3c
Pyrophyllite,2/m; 1,C2/c; C1
Pyrosmalite-(Fe),32/m2/m,P3m1
Pyrosmalite-(Mn),32/m2/m,P3m1
Pyrostilpnite,2/m,P21/c
Pyroxferroite,1,P1
Pyroxmangite,1,C1
Pyrrhotite,6/m2/m2/m; 2/m; 2/m; 2; 2/m2/m2/m; m; m,P63/mmc; C2/c; F2/d; P21; Cmca; Fd; Cc
Qandilite,4/m32/m; 422,Fd3m; P4122
Qaqarssukite-(Ce),32/m2/m,P3c1
Qatranaite,2/m,P21/c
Qeltite,322,P321
Qilianshanite,2,C2
Qingheiite,2/m,P21/n
Qingsongite,43m,F43m
Qitianlingite,2/m2/m2/m,Pbcn
Quadratite,422,P4322
Quadridavyne,6/m,P63/m
Quadruphite,1,P1
Quartz,622; 322; 322,P6222; P3121; P3221
Queitite,2,P21
Quenselite,2/m; 2/m,P2/a; P2/c
Quenstedtite,1,P1
Quetzalcoatlite,32/m2/m,P31m
Quijarroite,2mm,Pmn21
Quintinite,322; 622; 62m,P3112; P6322; P62m
Qusongite,62m,P6m2
Raadeite,2/m,P21/n
Raberite,1,P1
Radekskodaite-(Ce),2/m,P21/m
Radekskodaite-(La),2/m,P21/m
Radovanite,2/m2/m2/m,Pnma
Radtkeite,2/m,C2/m
Radvaniceite,m,Pc
Raguinite,2/m,C2/m
Raisaite,2/m,C2/c
Raite,2/m,C2/m
Rajite,2/m,P21/c
Rakovanite,2/m,P21/n
Ralphcannonite,42m,I42m
Ramaccioniite,2/m,P21/a
Ramanite-(Cs),2/m,C2/c
Ramanite-(Rb),2mm,Aba2
Ramazzoite,43m,P43m
Rambergite,6mm,P63mc
Ramdohrite,2/m,P21/n
Ramikite-(Y),1,P1
Rammelsbergite,2/m2/m2/m,Pnnm
Ramosite,2/m; 2,C2/m; P21
Ramsbeckite,2/m,P21/a
Ramsdellite,2/m2/m2/m; 2/m2/m2/m,Pnam; Pnma
Rancieite,3,P3
Rankachite,2/m2/m2/m; 2/m,Pmmn; P21/m
Rankamaite,222,C222
Rankinite,2/m,P21/a
Ransomite,2/m,P21/c
Rapidcreekite,2/m2/m2/m,Pcnb
Rappoldite,1,P1
Raslakite,3,R3
Raspite,2/m,P21/a
Rastsvetaevite,3mm,R3m
Rasvumite,2/m2/m2/m,Cmcm
Rathite,2/m; 2; 2/m,P21/a; P21; P21/c
Rauchite,1; 1,P1; I1
Rauenthalite,1,P1
Ravatite,2,P21
Raygrantite,1,P1
Realgar,2/m,P21/n
Reaphookhillite,1,P1
Rebulite,2/m,P21/c
Redcanyonite,2/m,C2/m
Redgillite,2/m,P21/c
Redledgeite,4/m,I4/m
Redmondite,2/m,P21/c
Reederite-(Y),6,P6
Reedmergnerite,1,C1
Refikite,222,P21212
Reichenbachite,2/m,P21/a
Reidite,4/m,I41/a
Reinerite,2/m2/m2/m,Pbam
Reinhardbraunsite,2/m; 2/m,P21/b; P21/a
Relianceite-(K),m,Pc
Remondite-(La),2,P2
Rengeite,2/m; 2/m,C2/m; P21/a
Renierite,42m,P42c
Reppiaite,2/m,C2/m
Retgersite,422; 422,P43212; P41212
Retzian-(Ce),2/m2/m2/m,Pban
Retzian-(La),2/m2/m2/m,Pban
Retzian-(Nd),2/m2/m2/m,Pban
Revdite,2,C2
Reyerite,3,P3
Reynoldsite,1,P1
Reznitskyite,2/m,C2/c
Rhabdoborite-(Mo),6,P63
Rhabdoborite-(V),6,P63
Rhabdoborite-(W),6,P63
Rhabdophane-(Ce),322; 622,P3121; P6222
Rhabdophane-(Y),622,P6222
Rheniite,1,P1
Rhodesite,2/m2/m2/m; 2/m2/m2/m,Pmmn; Pmam
Rhodium,4/m32/m,Fm3m
Rhodizite,43m,P43m
Rhodochrosite,32/m2/m; 3mm,R3c; R3c
Rhodonite,1; 1,P1; C1
Rhodostannite,4/m,I41/a
Rhodplumsite,32/m2/m,R3m
Rhomboclase,2/m2/m2/m,Pnma
Rhonite,1,P1
Ribbeite,2/m2/m2/m,Pnma
Richardsite,42m,I42m
Richardsollyite,2/m,P21/c
Richelsdorfite,2/m,C2/m
Richetite,1,P1
Richterite,2/m,C2/m
Rickardite,4/m2/m2/m,P4/nmm
Rickturnerite,2mm,Pmm2
Riesite,2/m,P2/c
Rietveldite,2mm,Pmn21
Rimkorolgite,2/m,P21/c
Ringwoodite,4/m32/m,Fd3m
Rinkite-(Y),2/m,P21/c
Rinmanite,6mm,P63mc
Rinneite,32/m2/m,R3c
Riomarinaite,2/m,P21/n
Riosecoite,1,P1
Riotintoite,1,P1
Rippite,4mm,P4bm
Rittmannite,2/m,P2/a
Rivadavite,2/m; 2/m,P21/m; P21/c
Roaldite,43m,P43m
Robertsite,2/m; m,A2/a; Aa
Robinsonite,2/m,I2/m
Rockbridgeite,2/m2/m2/m,Bbmm
Rodalquilarite,1,P1
Rodolicoite,322,P3121
Roeblingite,2/m,C2/m
Roedderite,6/m2/m2/m; 62m,P6/mcc; P62c
Rogermitchellite,32/m2/m,P3c1
Roggianite,4/m2/m2/m,I4/mcm
Rokuhnite,2/m,C2/m
Rollandite,2/m2/m2/m,Pnma
Romanechite,2/m,C2/m
Romanorlovite,4/m2/m2/m,I4/mmm
Romarchite,4/m2/m2/m,P4/nmm
Romerite,1,P1
Rondorfite,1; 332/m,P1; Fd3
Rongibbsite,2/m; 2/m,C2/m; I2/m
Ronneburgite,2/m,P21/n
Rontgenite-(Ce),3,R3
Rooseveltite,2/m,P21/n
Roquesite,42m,I42d
Rorisite,4/m2/m2/m,P4/nmm
Rosasite,2/m,P21/a
Roscherite,1,C1
Roselite,2/m,P21/c
Rosemaryite,2/m,P21/n
Rosenbergite,4/m,P4/n
Rosenbuschite,1,P1
Rosenhahnite,1,P1
Roshchinite,2/m2/m2/m,Pmna
Rosiaite,32/m2/m,P31m
Rosickyite,2/m; 2/m; 2/m; 2/m; 2/m,P2/c; P21/n; P2/n; C2/c; I2/a
Rossiantonite,1,P1
Rossite,1,P1
Rosslerite,2/m,C2/c
Rossmanite,3mm,R3m
Rossovskyite,2/m,P2/c
Rostite,2/m2/m2/m,Pcab
Roterbarite,222,P212121
Rouaite,2,P21
Roubaultite,1,P1
Roumaite,m,Cc
Routhierite,42m,I42m
Rouvilleite,m,Cc
Rouxelite,2/m,C2/m
Roweite,2/m2/m2/m,Pbam
Rowleyite,4/m32/m,Fd3m
Roxbyite,2/m; 1,P2/m; P1
Roymillerite,1,P1
Rozenite,2/m,P21/n
Rozhdestvenskayaite-(Zn),43m,I43m
Rruffite,2/m,P21/c
Rubicline,2/m,C2/m
Rubinite,4/m32/m,Ia3d
Rucklidgeite,32/m2/m,R3m
Rudabanyaite,43m,F43c
Rudashevskyite,43m,F43m
Rudlingerite,2/m,P21/n
Rudolfhermannite,6/m,P63/m
Ruifrancoite,2/m,C2/c
Ruitenbergite,2,P21
Ruizite,2/m; 2; 2; 2/m,P21/c; C2; A2; C2/m
Rumoiite,2/m2/m2/m,Pbca
Rumseyite,4/m2/m2/m,I4/mmm
Rusinovite,2/m2/m2/m,Cmcm
Russellite,4/m2/m2/m; 2mm,I41/amd; Pca21
Russoite,622,P622
Rustenburgite,4/m32/m,Fm3m
Rustumite,2/m,C2/c
Ruthenarsenite,2/m2/m2/m,Pnma
Ruthenium,6/m2/m2/m,P63/mmc
Rutherfordine,2mm,Imm2
Rutile,4/m2/m2/m,P42/mnm
Ryabchikovite,2/m,P21/c
Rynersonite,2/m2/m2/m,Pnma
Saamite,1,P1
Sabatierite,4/m2/m2/m,I4/mmm
Sabelliite,3,P3
Sabieite,322,P321
Sabinaite,2/m,C2/c
Saccoite,4/m2/m2/m,P4/ncc
Sadanagaite,2/m,C2/m
Safflorite,2/m2/m2/m,Pnnm
Sahamalite-(Ce),2/m,P21/a
Sahlinite,2/m,C2/c
Sailaufite,m,Cm
Sainfeldite,2/m,C2/c
Sakhaite,4/m32/m; 432,Fd3m; F4132
Salammoniac,4/m32/m,Pm3m
Saleeite,2/m; 2/m,P21/c; P21/n
Salesite,2/m2/m2/m,Pnma
Saliotite,2/m,C2/m
Saltonseaite,32/m2/m,R3c
Salzburgite,2/m2/m2/m,Pmcn
Samaniite,4/m2/m2/m,P42/mnm
Samarskite-(Y),2/m,P2/c
Samfowlerite,2/m,P21/c
Sampleite,2/m; 2/m,P21/n; P21/c
Samraite,2/m,P21/c
Samsonite,2/m,P21/n
Samuelsonite,2/m,C2/m
Sanbornite,2/m2/m2/m,Pcmn
Sanderite,222,P212121
Saneroite,1,P1
Sangenaroite,2/m,P21/n
Sanguite,2/m,P21/c
Sanidine,2/m,C2/m
Sanjuanite,2/m,P21/n
Sanmartinite,1; 2/m,P1; P2/c
Sanromanite,6mm,P63mc
Santaclaraite,1,I1
Santanaite,622,P6322
Santarosaite,42m,I42d
Santite,2mm,Aba2
Sapozhnikovite,43m,P43n
Sapphirine,1; 2/m,P1; P21/a
Sarabauite,2/m,C2/c
Saranchinaite,2,P21
Saranovskite,3,R3
Sarcolite,4/m,I4/m
Sarcopside,2/m; 2/m,P21/c; P21/a
Sardignaite,2/m,P21/m
Sarkinite,2/m,P21/a
Sarmientite,2/m; 2/m,P21/c; P21/n
Sarrabusite,2/m,C2/c
Sarrochite,32/m2/m,P3m1
Sartorite,2/m,P21/c
Sassolite,1,P1
Satterlyite,3mm,P31m
Savelievaite,2/m2/m2/m,Pbam
Sayrite,2/m,P21/c
Sazhinite-(Ce),2mm,Pmm2
Sazhinite-(La),2mm,Pmm2
Sazykinaite-(Y),322,R32
Sbacchiite,2/m2/m2/m,Pnma
Sborgite,2/m,C2/c
Scacchite,32/m2/m,R3m
Scainiite,2/m,C2/m
Scandio-winchite,2/m,C2/m
Scandiobabingtonite,1,P1
Scawtite,m; 2/m; m,Cm; I2/m; Im
Scenicite,2mm,Pca21
Schafarzikite,4/m2/m2/m; 2/m; 4/m,P42/mbc; P21/c; P42/m
Schaferite,4/m32/m,Ia3d
Schairerite,3mm,P31m
Schallerite,6,P63
Schapbachite,4/m32/m,Fm3m
Schaurteite,6/m2/m2/m,P63/mmc
Scheelite,4/m,I41/a
Schertelite,2/m2/m2/m,Pbca
Scheuchzerite,1,P1
Schiavinatoite,4/m2/m2/m,I41/amd
Schieffelinite,222,C2221
Schindlerite,1,P1
Schizolite,1; 1,P1; C1
Schlegelite,2/m2/m2/m,Pnca
Schlemaite,2/m,P21/m
Schluterite-(Y),2/m,P21/c
Schmidite,2/m2/m2/m,Pmab
Schmiederite,2/m,P21/m
Schmitterite,2mm; 2/m2/m2/m,Pca21; Pbcm
Schneebergite,2/m,C2/m
Schneiderhohnite,1,P1
Schoderite,2/m,P2/m
Schoenfliesite,332/m,Pn3
Schoepite,2mm,P21ca
Scholzite,2/m2/m2/m; 2mm,Pbcn; Pbc21
Schoonerite,2/m2/m2/m,Pmab
Schorl,3mm,R3m
Schorlomite,4/m32/m,Ia3d
Schreibersite,4,I4
Schreyerite,2/m,C2/c
Schrockingerite,1,P1
Schubnelite,1,P1
Schuetteite,322,P3121
Schuilingite-(Nd),2mm,P21cn
Schulenbergite,3,P3
Schullerite,1,P1
Schultenite,2/m,P2/c
Schumacherite,1,P1
Schwartzembergite,4/m2/m2/m,I4/mmm
Schwertmannite,4/m; 1,P4/m; P1
Sclarite,2/m,A2/a
Scolecite,m; m,Fd; Cc
Scordariite,3,R3
Scorodite,2/m2/m2/m; 2/m2/m2/m,Pbca; Pcab
Scorticoite,3,P3
Scorzalite,2/m,P21/c
Scotlandite,2/m,P21/m
Scottyite,2/m2/m2/m,Pnma
Scrutinyite,2/m2/m2/m,Pbcn
Seaborgite,1,P1
Seamanite,2/m2/m2/m,Pbnm
Searlesite,2,P21
Sederholmite,6mm; 6/m2/m2/m,P63mc; P63/mmc
Seeligerite,2mm,Cmm2
Seelite,2/m,C2/m
Segelerite,2/m2/m2/m,Pbca
Segerstromite,332,I213
Seidite-(Ce),2/m,C2/c
Seidozerite,2/m,P2/c
Seifertite,2/m2/m2/m,Pbcn
Seinajokite,2/m2/m2/m; 2mm,Pnnm; Pnn2
Sejkoraite-(Y),1,P1
Sekaninaite,2/m2/m2/m,Cccm
Selenium,322; 2/m; 2/m; 2/m; 322; 3; 32/m2/m; 4/m32/m,P3221; P21/n; P21/a; P21/c; P3121; R3; R3m; Im3m
Selenojalpaite,4/m2/m2/m,I41/amd
Selenolaurite,332/m,Pa3
Selenopolybasite,32/m2/m,P3m1
Selenostephanite,222,P212121
Seligmannite,2mm,Pn21m
Selivanovaite,1,P1
Sellaite,4/m2/m2/m,P42/mnm
Selwynite,4/m2/m2/m,I41/amd
Semenovite-(Ce),4/m; 2/m2/m2/m,P42/n; Pmnn
Semseyite,2/m,C2/c
Senaite,3,R3
Senarmontite,4/m32/m,Fd3m
Senegalite,2mm,P21nb
Sengierite,2/m,P21/a
Senkevichite,1,P1
Sepiolite,2/m2/m2/m; 2/m,Pncn; P21/n
Serandite,1; 1,P1; C1
Serendibite,1,P1
Sergevanite,3,R3
Sergeysmirnovite,2/m2/m2/m,Pnma
Serpierite,2/m,C2/c
Serrabrancaite,2/m,C2/c
Sewardite,2/m2/m2/m,Cccm
Shafranovskite,3mm,P31c
Shagamite,6/m2/m2/m,P63/mmc
Shakhdaraite-(Y),2/m,P2/c
Shakhovite,m,Im
Shandite,32/m2/m,R3m
Shannonite,222,P212121
Sharyginite,2mm,Pmc21
Shasuite,2/m,P21/c
Shattuckite,2/m2/m2/m,Pcab
Shcherbakovite,2/m2/m2/m,Imma
Shcherbinaite,2mm; 2/m2/m2/m,Pmn21; Pmmn
Shchurovskyite,2,C2
Sheldrickite,3,P32
Shenzhuangite,42m,I42d
Sherwoodite,4/m2/m2/m,I41/amd
Shibkovite,6/m2/m2/m,P6/mcc
Shigaite,3,R3
Shilovite,2mm; 2/m2/m2/m; 2/m,Pnn2; Pnnm; P21/n
Shimazakiite,2/m; 222,P21/c; P212121
Shimenite,1,P1
Shinarumpite,2/m,P21/c
Shinkolobweite,2mm,Imm2
Shirokshinite,2/m,C2/m
Shirozulite,2/m,C2/m
Shlykovite,2/m,P21/c
Shomiokite-(Y),2mm; 2mm,Pbn21; Pna21
Shortite,2mm,Amm2
Shosanbetsuite,2/m2/m2/m,Pmmn
Shuangfengite,32/m2/m,P3m1
Shuiskite-(Cr),2/m,C2/m
Shulamitite,2/m2/m2/m,Pmma
Shumwayite,2/m,P21/c
Shuvalovite,2/m2/m2/m,Pnma
Sibirskite,2/m; 2/m,P21/a; P21/c
Sicherite,2/m2/m2/m,Pmnb
Sicklerite,2/m2/m2/m,Pbnm
Siderazot,322; 622,P312; P6322
Siderite,32/m2/m,R3c
Sideronatrite,2/m2/m2/m; 222,Pbnm; P212121
Siderophyllite,2; 2/m; 322,C2; C2/m; P3112
Siderotil,1,P1
Sidorenkite,2/m,P21/m
Sidpietersite,1,P1
Sidwillite,2/m,P21/n
Siegenite,4/m32/m,Fd3m
Sigismundite,2/m,C2/c
Sigloite,1,P1
Siidraite,2/m2/m2/m,Fddd
Silesiaite,1,C1
Silicocarnotite,2/m2/m2/m,Pnma
Silicon,4/m32/m; 2/m2/m2/m; 4/m32/m; 2/m2/m2/m; 6/m2/m2/m; 6/m2/m2/m; 332/m,Fd3m; Imma; Fm3m; Cmca; P6/mmm; P63/mmc; Ia3
Silinaite,2/m,A2/n
Sillenite,332,I23
Sillimanite,2/m2/m2/m,Pbnm
Silver,4/m32/m; 6/m2/m2/m,Fm3m; P63/mmc
Silvialite,4/m,I4/m
Simferite,2/m2/m2/m,Pbnm
Simmonsite,2/m,P21/n
Simonellite,2/m2/m2/m,Pnaa
Simonite,2/m,P21/n
Simonkolleite,32/m2/m,R3m
Simplotite,2/m,C2/m
Simpsonite,3,P3
Sincosite,1,P1
Sinhalite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Sinjarite,2/m2/m2/m,Pbcn
Sinkankasite,1,P1
Sinnerite,1,P1
Sinoite,2mm,Cmc21
Sitinakite,4/m2/m2/m; 4/m2/m2/m,P42/mcm; P42/mbc
Siudaite,3mm,R3m
Siwaqaite,3mm,P31c
Skaergaardite,4/m32/m,Pm3m
Skinnerite,2/m,P21/c
Skippenite,32/m2/m,R3m
Sklodowskite,2/m; 2/m,C2/m; I2/m
Skorpionite,2/m,C2/c
Skutterudite,332/m,Im3
Slavikite,3,R3
Slavkovite,1,P1
Slawsonite,2/m; 1; 2/m; 2/m,I2/c; I1; P21/c; P21/a
Slikite,1,P1
Sluzhenikinite,2/m,P21/m
Slyudyankaite,1,P1
Smamite,1,P1
Smirnite,2mm,Abm2
Smithite,2/m,A2/a
Smithsonite,32/m2/m,R3c
Smrkovecite,2/m,P2/c
Smythite,32/m2/m,R3m
Sobolevite,m,Pc
Sobolevskite,6/m2/m2/m,P63/mmc
Sodalite,43m; 43m; 4/m32/m,P43n; P43m; Pm3n
Soddyite,2/m2/m2/m,Fddd
Sofiite,2/m2/m2/m,Pccn
Sogdianite,6/m2/m2/m,P6/mcc
Sohngeite,2mm,Pmn21
Solongoite,2/m,P21/b
Somersetite,6/m2/m2/m,P63/mmc
Sonolite,2/m,P21/b
Sonoraite,2/m,P21/c
Sorensenite,m,Cc
Sorosite,6mm; 6/m2/m2/m,P63mc; P63/mmc
Soucekite,2mm,Pn21m
Souzalite,1,P1
Spaltiite,2/m,P21/c
Spangolite,3mm,P31c
Spencerite,2/m,P2/c
Sperrylite,332/m,Pa3
Spertiniite,2mm; 2/m2/m2/m,Cmc21; Bbmm
Spessartine,4/m32/m,Ia3d
Sphaerobertrandite,2/m,P21/c
Sphaerobismoite,42m; 42m; 42m,P421c; P4b2; C42b
Sphalerite,43m,F43m
Spheniscidite,2/m,P21/n
Spherocobaltite,32/m2/m,R3c
Spinel,4/m32/m,Fd3m
Spiridonovite,32/m2/m,P3c1
Spiroffite,2/m,C2/c
Spodumene,2/m; 2/m,C2/c; P21/c
Spriggite,2/m,C2/c
Springcreekite,32/m2/m,R3m
Spryite,2mm,Pna21
Spurrite,2/m,P21/a
Srebrodolskite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pcmn
Srilankite,2/m2/m2/m,Pbcn
Stalderite,42m,I42m
Stanekite,2/m,I2/a
Stanfieldite,2/m,C2/c
Stangersite,2/m,P21/c
Stannite,42m,I42m
Stannoidite,222,I222
Starkeyite,2/m,P21/n
Staroceskeite,2/m2/m2/m,Cmcm
Starovaite,1,P1
Staurolite,2/m; 2/m2/m2/m,C2/m; Ccmm
Stavelotite-(La),3,P31
Steacyite,4/m2/m2/m,P4/mcc
Steedeite,1,P1
