mineral name,point group,space group
Ferrarisite,1,P1
Ferri-fluoro-katophorite,2/m,C2/m
Ferri-fluoro-leakeite,2/m,C2/m
Ferri-ghoseite,2/m,C2/m
Ferri-hellandite-(Ce),2/m,P2/a
Ferri-kaersutite,2/m,C2/m
Ferri-katophorite,2/m,C2/m
Ferri-leakeite,2/m,C2/m
Ferri-mottanaite-(Ce),2/m,P2/a
Ferri-obertiite,2/m,C2/m
Ferri-pedrizite,2/m,C2/m
Ferri-taramite,2/m,C2/m
Ferri-winchite,2/m,C2/m
Ferriakasakaite-(Ce),2/m,P21/m
Ferriakasakaite-(La),2/m,P21/m
Ferriallanite-(Ce),2/m,P21/m
Ferriallanite-(La),2/m,P21/m
Ferriandrosite-(La),2/m,P21/m
Ferribushmakinite,2/m,P21/m
Ferricopiapite,1,P1
Ferricoronadite,4/m,I4/m
Ferrierite-K,2/m2/m2/m,Immm
Ferrierite-Mg,2/m2/m2/m,Immm
Ferrierite-NH4,2/m2/m2/m,Immm
Ferrierite-Na,2/m2/m2/m; 2/m,Immm; P21/n
Ferrihollandite,2/m,P2/n
Ferrihydrite,3; 32/m2/m; 6mm,P3; P31c; P63mc
Ferrilotharmeyerite,2/m,C2/m
Ferrinatrite,3,P3
Ferriperboeite-(Ce),2/m,P21/m
Ferriperboeite-(La),2/m,P21/m
Ferriprehnite,2mm,Pma2
Ferrirockbridgeite,2/m2/m2/m,Bbmm
Ferrisanidine,2/m,C2/m
Ferrisepiolite,2/m2/m2/m,Pncn
Ferrisicklerite,2/m2/m2/m; 2/m2/m2/m,Pmnb; Pbnm
Ferrivauxite,1,P1
Ferro-actinolite,2/m,C2/m
Ferro-anthophyllite,2/m2/m2/m,Pnma
Ferro-ferri-fluoro-leakeite,2/m,C2/m
Ferro-ferri-hornblende,2/m,C2/m
Ferro-ferri-katophorite,2/m,C2/m
Ferro-ferri-nyboite,2/m,C2/m
Ferro-ferri-obertiite,2/m,C2/m
Ferro-ferri-pedrizite,2/m,C2/m
Ferro-fluoro-edenite,2/m,C2/m
Ferro-fluoro-pedrizite,2/m,C2/m
Ferro-holmquistite,2/m2/m2/m,Pnma
Ferro-hornblende,2/m,C2/m
Ferro-papikeite,2/m2/m2/m,Pnma
Ferro-pedrizite,2/m,C2/m
Ferro-taramite,2/m,C2/m
Ferro-tschermakite,2/m,C2/m
Ferroalluaudite,2/m,C2/c
Ferroaluminoceladonite,2/m,C2/m
Ferroberaunite,2/m,C2/c
Ferrobobfergusonite,2/m,P21/n
Ferrobustamite,1,A1
Ferrocarpholite,2/m2/m2/m,Ccca
Ferroceladonite,2/m,C2/m
Ferrochiavennite,2/m,P21/c
Ferroefremovite,332,P213
Ferroericssonite,2/m,C2/m
Ferrofettelite,2,C2
Ferrohogbomite-2N2S,6mm,P63mc
Ferroindialite,6/m2/m2/m,P6/mcc
Ferrokentbrooksite,3mm,R3m
Ferrokinoshitalite,2/m,C2/m
Ferrolaueite,1,P1
Ferronickelplatinum,4/m2/m2/m,P4/mmm
Ferronigerite-2N1S,32/m2/m,P3m1
Ferronigerite-6N6S,3; 32/m2/m,R3; R3m
Ferronordite-(Ce),2/m2/m2/m,Pcca
Ferronordite-(La),2/m2/m2/m,Pcca
Ferroqingheiite,2/m,P21/n
Ferrorhodonite,1,P1
Ferrorockbridgeite,2/m2/m2/m,Bbmm
Ferrorosemaryite,2/m,P21/n
Ferroselite,2/m2/m2/m; 2/m2/m2/m,Pnnm; Pmnn
Ferrosilite,2/m2/m2/m; 2/m,Pbca; C2/c
Ferroskutterudite,4/m32/m,Im3m
Ferrostalderite,42m,I42m
Ferrotaaffeite-2N2S,6mm,P63mc
Ferrotaaffeite-6N3S,32/m2/m,R3m
Ferrotitanowodginite,2/m,C2/c
Ferrotochilinite,2/m,C2/m
Ferrotorryweiserite,32/m2/m,R3m
Ferrotychite,332/m,Fd3
Ferrovalleriite,32/m2/m,R3m
Ferrovorontsovite,43m,I43m
Ferrowodginite,2/m,C2/c
Ferrowyllieite,2/m,P21/n
Ferruccite,2/m2/m2/m,Cmcm
Fersmanite,2/m,C2/c
Fersmite,2/m2/m2/m; 2/m2/m2/m,Pcan; Pbcn
Feruvite,3mm,R3m
Fetiasite,2/m,P21/m
Fettelite,2; 32/m2/m,C2; P3m1
Feynmanite,2/m,P2/n
Fianelite,2/m,P21/n
Fibroferrite,3,R3
Fichtelite,2,P21
Fiedlerite,1; 2/m,P1; P21/a
Fiemmeite,2/m,P21/c
Filatovite,2/m,I2/c
Filipstadite,4/m32/m,Fd3m
Fillowite,3,R3
Finchite,2/m2/m2/m,Pbcn
Fingerite,1,P1
Finnemanite,6/m; 6,P63/m; P63
Fischesserite,432,I4132
Fivegite,2mm,Pm21n
Fizelyite,2/m,P21/n
Flaggite,1,P1
Flagstaffite,2mm,Fdd2
Flamite,6,P63
Fleetite,4/m32/m,Fd3m
Fleischerite,62m,P62c
Fleisstalite,2/m2/m2/m,Pnma
Fletcherite,4/m32/m,Fd3m
Flinkite,2/m2/m2/m,Pnma
Flinteite,2mm,Pna21
Florencite-(Ce),32/m2/m,R3m
Florencite-(Nd),32/m2/m,R3m
Florencite-(Sm),32/m2/m,R3m
Florenskyite,2/m2/m2/m,Pnma
Florensovite,4/m32/m,Fd3m
Florkeite,1,P1
Fluckite,1,P1
Fluellite,2/m2/m2/m,Fddd
Fluoborite,6/m,P63/m
Fluocerite-(Ce),622; 32/m2/m,P6322; P3c1
Fluocerite-(La),32/m2/m; 6/m2/m2/m; 622,P3c1; P63/mmc; P6322
Fluor-buergerite,3mm,R3m
Fluor-dravite,3mm,R3m
Fluor-elbaite,3mm,R3m
Fluor-liddicoatite,3mm,R3m
Fluor-schorl,3mm,R3m
Fluor-tsilaisite,3mm,R3m
Fluor-uvite,3mm,R3m
Fluorannite,2/m,C2/m
Fluorapatite,6/m; 2/m,P63/m; P21/m
Fluorapophyllite-(Cs),4/m2/m2/m,P4/nnc
Fluorapophyllite-(K),4/m2/m2/m,P4/mnc
Fluorapophyllite-(NH4),4/m2/m2/m,P4/mnc
Fluorapophyllite-(Na),2/m2/m2/m,Pnnm
Fluorarrojadite-(BaFe),m,Cc
Fluorarrojadite-(BaNa),m,Cc
Fluorbarytolamprophyllite,2/m,C2/m
Fluorbritholite-(Ce),6,P63
Fluorbritholite-(Y),6/m,P63/m
Fluorcalciobritholite,6/m,P63/m
Fluorcalciomicrolite,4/m32/m,Fd3m
Fluorcalciopyrochlore,4/m32/m,Fd3m
Fluorcalcioromeite,4/m32/m,Fd3m
Fluorcanasite,m,Cm
Fluorcaphite,6,P63
Fluorcarmoite-(BaNa),m,Cc
Fluorellestadite,6/m,P63/m
Fluorite,4/m32/m,Fm3m
Fluorkyuygenite,43m,I43d
Fluorluanshiweiite,2/m,C2/m
Fluormayenite,43m,I43d
Fluornatrocoulsellite,32/m2/m,R3m
Fluornatromicrolite,4/m32/m,Fd3m
Fluornatropyrochlore,4/m32/m,Fd3m
Fluoro-cannilloite,2/m,C2/m
Fluoro-edenite,2/m,C2/m
Fluoro-leakeite,2/m,C2/m
Fluoro-nyboite,2/m,C2/m
Fluoro-pargasite,2/m,C2/m
Fluoro-pedrizite,2/m,C2/m
Fluoro-richterite,2/m,I2/m
Fluoro-riebeckite,2/m,C2/m
Fluoro-taramite,2/m,C2/m
Fluoro-tremolite,2/m,C2/m
Fluorocronite,4/m32/m,Fm3m
Fluorokinoshitalite,2/m,C2/m
Fluorophlogopite,m; 322; 2/m,Cm; P3112; C2/m
Fluorotetraferriphlogopite,2/m,C2/m
Fluorowardite,422,P41212
Fluorphosphohedyphane,6/m,P63/m
Fluorpyromorphite,6/m,P63/m
Fluorsigaiite,6/m,P63/m
Fluorstrophite,6,P63
Fluorvesuvianite,4/m2/m2/m,P4/nnc
Fluorwavellite,2/m2/m2/m,Pcnm
Flurlite,2/m,P21/m
Foggite,222,A2122
Fogoite-(Y),1,P1
Foitite,3mm,R3m
Folvikite,2,P2
Fontanite,2/m,P21/n
Fontarnauite,2/m,P21/c
Foordite,2/m,C2/c
Footemineite,1,P1
Formanite-(Y),2/m,P2/a
Formicaite,422,P41212
Fornacite,2/m,P21/c
Forsterite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Foshagite,1,P1
Fougerite,32/m2/m,R3m
Fourmarierite,2mm,Bb21m
Francevillite,2/m2/m2/m,Pcan
Franciscanite,3,P3
Francisite,2/m2/m2/m,Pmmn
Franckeite,1,C1
Francoanellite,32/m2/m,R3c
Francoisite-(Ce),2/m,P21/c
Francoisite-(Nd),2/m,P21/c
Franconite,2/m,P21/c
Frankamenite,1,P1
Frankdicksonite,4/m32/m,Fm3m
Frankhawthorneite,2/m,P21/n
Franklinfurnaceite,2,C2
Franklinite,4/m32/m,Fd3m
Fransoletite,2/m,P21/a
Franzinite,322,P321
Freboldite,6mm,P63mc
Fredrikssonite,2/m2/m2/m,Pbam
Freedite,2/m,C2/m
Freieslebenite,2/m,P21/a
Freitalite,2/m,P21/a
Fresnoite,4mm,P4bm
Freudenbergite,2/m,C2/m
Friedelite,2/m,C2/m
Friedrichbeckeite,6/m2/m2/m,P6/mcc
Friedrichite,2mm,Pb21m
Fritzscheite,2/m2/m2/m,Pnam
Frohbergite,2/m2/m2/m,Pmnn
Frolovite,1,P1
Frondelite,2/m2/m2/m,Cmcm
Froodite,2/m,C2/m
Fuenzalidaite,32/m2/m,P3c1
Fuettererite,3,R3
Fukalite,2/m2/m2/m; 2/m,Bmmb; P21/c
Fukuchilite,332/m,Pa3
Fulbrightite,1,P1
Fuloppite,2/m,C2/c
Gabrielite,1,P1
Gabrielsonite,2mm,P21ma
Gachingite,2/m2/m2/m,Cmca
Gadolinite-(Nd),2/m,P21/c
Gadolinite-(Y),2/m; 2/m,P21/c; P21/a
Gagarinite-(Ce),6/m,P63/m
Gagarinite-(Y),6/m,P63/m
Gageite,2/m2/m2/m,Pnnm
Gahnite,4/m32/m,Fd3m
Gaidonnayite,2mm,P21nb
Gaildunningite,2/m2/m2/m,Amam
Gainesite,4/m2/m2/m,I41/amd
Gaitite,1,P1
Gajardoite,6/m2/m2/m,P6/mmm
Galaxite,4/m32/m,Fd3m
Galeaclolusite,2/m2/m2/m,Pnma
Galeite,3mm,P31m
Galena,4/m32/m,Fm3m
Galenobismutite,2/m2/m2/m; 2/m2/m2/m,Pnam; Pnma
Galgenbergite-(Ce),1,P1
Galileiite,3,R3
Galkhaite,43m,I43m
Galliskiite,1,P1
Gallite,42m,I42d
Gallobeudantite,3mm,R3m
Galloplumbogummite,32/m2/m,R3m
Galuskinite,2/m,P21/c
Gamagarite,2/m,P21/m
Gananite,43m,P43m
Ganomalite,6,P6
Ganophyllite,2/m; 2/m,A2/a; I2/a
Ganterite,2/m,C2/c
Gaotaiite,332/m,Pa3
Garavellite,2/m2/m2/m,Pnam
Garmite,2/m,C2/m
Garpenbergite,2/m2/m2/m,Ibmm
Garrelsite,2/m,C2/c
Garronite-Ca,4/m; 422; 42m,I41/a; P41212; I4m2
Garronite-Na,2,I2
Gartrellite,1,P1
Garutiite,6/m2/m2/m,P63/mmc
Garyansellite,2/m2/m2/m,Pbna
Gasparite-(Ce),2/m,P21/n
Gasparite-(La),2/m,P21/n
Gaspeite,32/m2/m,R3c
Gatedalite,4/m2/m2/m,I41/acd
Gatehouseite,222,P212121
Gatelite-(Ce),2/m,P21/a
Gatewayite,2,P21
Gaudefroyite,6/m,P63/m
Gaultite,2mm,F2dd
Gauthierite,2/m,P21/c
Gayite,2/m,C2/c
Gaylussite,2/m,C2/c
Gazeevite,32/m2/m,R3m
Gearksutite,1,P1
Gebhardite,2/m,P21/c
Gedrite,2/m2/m2/m,Pnma
Geerite,43m,F43m
Geffroyite,4/m32/m,Fm3m
Gehlenite,42m,P421m
Geigerite,1,P1
Geikielite,3,R3
Gelosaite,2/m,P21/n
Geminite,1; 1,P1; C1
Gengenbachite,3mm,P31c
Genplesite,6/m2/m2/m,P63/mmc
Genthelvite,43m,P43n
Geocronite,2/m,P21/m
Georgbarsanovite,3mm,R3m
Georgbokiite,2/m,P21/c
George-ericksenite,2/m,C2/c
Georgechaoite,2mm,P21nb
Georgerobinsonite,2/m2/m2/m,Pmmn
Georgiadesite,2/m,P21/c
Gerenite-(Y),1,P1
Gerhardtite,222,P212121
Germanite,43m,P43n
Germanocolusite,43m,P43m
Gersdorffite-P213,332,P213
Gersdorffite-Pa3,332/m,Pa3
Gersdorffite-Pca21,2mm,Pca21
Gerstleyite,m,Cm
Gerstmannite,2/m2/m2/m,Bbcm
Geschieberite,2mm; 2/m2/m2/m,Pna21; Pnma
Getchellite,2/m,P21/a
Geversite,332/m,Pa3
Ghiaraite,1,P1
Giacovazzoite,2/m,P21/c
Gianellaite,43m,F43m
Gibbsite,2/m,P21/n
Giessenite,222; 2/m,P212121; P21/n
Giftgrubeite,2/m,C2/c
Gillardite,32/m2/m,R3m
Gillespite,4/m2/m2/m; 222; 422,P4/ncc; P21212; P4212
Gillulyite,2/m,P2/n
Gilmarite,1,P1
Giniite,2/m2/m2/m; 2/m,Cmmm; P2/a
Giraudite-(Zn),43m,I43m
Girvasite,2/m,P21/c
Gismondine-Sr,222,B2212
Gittinsite,2,C2
Giuseppettite,3mm,P31c
Gjerdingenite-Ca,2/m,C2/m
Gjerdingenite-Fe,2/m,C2/m
Gjerdingenite-Mn,2/m,C2/m
Gjerdingenite-Na,2/m,C2/m
Gladite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pmcn
Gladiusite,2/m,P21/n
Glagolevite,1,C1
Glauberite,2/m,C2/c
Glaucochroite,2/m2/m2/m,Pbnm
Glaucodot,2mm,Pn21m
Glaucophane,2/m,C2/m
Glaukosphaerite,2/m,P21/a
Glikinite,2/m,P21/m
Glushinskite,2/m,C2/c
Gmalimite,4/m32/m,Pm3m
Gmelinite-Ca,6/m2/m2/m,P63/mmc
Gmelinite-K,6/m2/m2/m,P63/mmc
Gmelinite-Na,6/m2/m2/m,P63/mmc
Gobbinsite,2mm; 2/m2/m2/m,Pmn21; Pmnb
Gobelinite,2/m,P21/c
Godlevskite,222; 42m,C222; I42d
Godovikovite,322,P321
Goedkenite,2/m,P21/m
Goethite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Gold,4/m32/m,Fm3m
Goldfieldite,43m,I43m
Goldhillite,2/m,P21/c
Goldichite,2/m,P21/c
Goldmanite,4/m32/m,Ia3d
Goldquarryite,1,P1
Goldschmidtite,4/m32/m,Pm3m
Golyshevite,3mm,R3m
Gonnardite,42m,I42d
Goosecreekite,2,P21
Gorbunovite,2/m,C2/m
Gorceixite,3mm; m; 32/m2/m,R3m; Cm; R3m
Gordaite,3,P3
Gordonite,1,P1
Gorerite,6/m2/m2/m,P63/mmc
Gorgeyite,2/m; 2/m,C2/c; B2/b
Gormanite,1,P1
Goryainovite,2/m2/m2/m,Pbcm
Goslarite,222,P212121
Gottardiite,2/m2/m2/m,Cmca
Gottlobite,222,P212121
Gotzenite,1,P1
Gowerite,2/m,P21/a
Goyazite,32/m2/m,R3m
Graemite,2/m2/m2/m,Pcmm
Graeserite,2/m,C2/m
Graftonite,2/m,P21/c
Graftonite-(Ca),2/m,P21/c
Graftonite-(Mn),2/m,P21/c
Gramaccioliite-(Y),3,R3
Grammatikopoulosite,2/m2/m2/m,Pnma
Grandaite,2/m,P21/m
Grandidierite,2/m2/m2/m,Pbnm
Grandreefite,2/m,A2/a
Grandviewite,1,P1
Graphite,6mm; 2/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m; 6/m2/m2/m; 32/m2/m,P63mc; Cmma; Cmmm; Pcca; Pban; Fmmm; P63/mmc; R3m
Gratianite,2/m,C2/m
Gratonite,3mm,R3m
Grattarolaite,3mm,R3m
Graulichite-(Ce),32/m2/m,R3m
Graulichite-(La),32/m2/m,R3m
Gravegliaite,2/m2/m2/m,Pnma
Grechishchevite,2/m2/m2/m,Pbnm
Greenalite,2/m,C2/m
Greenlizardite,1,P1
Greenockite,6mm,P63mc
Greenwoodite,32/m2/m,P3m1
Greifensteinite,2/m,C2/c
Greigite,4/m32/m,Fd3m
Grenmarite,2/m,P2/c
Grguricite,1,P1
Griceite,4/m32/m,Fm3m
Griffinite,2/m2/m2/m,Cmcm
Grigorievite,1,P1
Grimaldiite,32/m2/m; 3mm,R3m; R3m
Grimmite,4/m32/m,Fd3m
Grimselite,62m,P62c
Griphite,332/m,Pa3
Grischunite,2/m2/m2/m,Pcab
Groatite,2/m,C2/c
Grokhovskyite,3mm,R3m
Grootfonteinite,6mm; 6/m2/m2/m,P63mc; P63/mmc
Grossite,2/m,C2/c
Grossmanite,2/m,C2/c
Grossular,4/m32/m; 1,Ia3d; I1
Groutite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Grumantite,2mm,Fdd2
Grumiplucite,2/m,C2/m
Grundmannite,2/m2/m2/m,Pnma
Grunerite,2/m,C2/m
Guanacoite,2/m,P21/c
Guanajuatite,2/m2/m2/m,Pnma
Guanine,2/m,P21/n
Gudmundite,2/m; 2/m,P21/c; B21/d
Guerinite,2/m,P21/n
Guettardite,2/m; 2/m,P21/a; P21/c
Gugiaite,42m,P421m
Guidottiite,6,P63
Guildite,2/m,P21/m
Guilleminite,2mm,P21nm
Guimaraesite,2/m,C2/c
Guite,4/m32/m,Fd3m
Gungerite,2/m2/m2/m,Pbcn
Gunningite,2/m,C2/c
Gunterblassite,2mm,Pnm21
Gunterite,2/m,C2/m
Gupeiite,4/m32/m,Fm3m
Gurimite,32/m2/m,R3m
Gurzhiite,1,P1
Gustavite,2/m; 2/m2/m2/m,P21/c; Cmcm
Gutkovaite-Mn,m; 2/m,Cm; C2/m
Guyanaite,2mm; 2/m2/m2/m,P21nm; Pnnm
Gwihabaite,2/m2/m2/m; 4,Pbnm; P42
Gypsum,2/m; 2/m; 2/m,I2/a; I2/c; C2/c
Gyrolite,1,P1
Gysinite-(La),2/m2/m2/m,Pmcn
Gysinite-(Nd),2/m2/m2/m; 2/m2/m2/m,Pnma; Pmcn
Hafnon,4/m2/m2/m,I41/amd
Hagendorfite,2/m,C2/c
Haggertyite,6/m2/m2/m,P63/mmc
Haggite,2/m,C2/m
Hagstromite,2/m2/m2/m,Ibam
Haidingerite,2/m2/m2/m,Pcnb
Haigerachite,2/m,C2/c
Haineaultite,222,C222
Hainite-(Y),1,P1
Haitaite-(La),3,R3
Haiweeite,2/m2/m2/m; 2/m2/m2/m,Pbcn; Cmcm
Hakite-(Hg),43m,I43m
Halamishite,6mm,P63mc
Haleniusite-(Ce),4/m32/m,Fm3m
Haleniusite-(La),4/m32/m,Fm3m
Halilsarpite,2/m2/m2/m,Imma
Halite,4/m32/m,Fm3m
Hallimondite,1,P1
Halloysite-10A,m,Cm
Halloysite-7A,m,Cm
Halotrichite,2/m,P21/c
Hambergite,2/m2/m2/m,Pbca
Hammarite,2/m2/m2/m,Pbnm
Hanahanite,6,P63
Hanauerite,2/m2/m2/m,Pmma
Hanawaltite,2/m2/m2/m,Pbma
Hancockite,2/m,P21/m
Hanjiangite,2,C2
Hanksite,6/m,P63/m
Hannayite,1,P1
Hannebachite,2/m2/m2/m,Pbna
Hansblockite,2/m,P21/c
Hansesmarkite,1,P1
Hapkeite,4/m32/m,Pm3m
Haradaite,2/m2/m2/m; 2/m2/m2/m,Amam; Cmcm
Hardystonite,42m,P421m
Harkerite,32/m2/m,R3m
Harmotome,2/m,P21/m
Harmunite,2/m2/m2/m,Pnma
Harrisonite,32/m2/m,R3m
Harstigite,2/m2/m2/m,Pnam
Hasanovite,2/m,P21/c
Hashemite,2/m2/m2/m,Pnma
Hastingsite,2/m,C2/m
Hatchite,1,P1
Hatertite,2/m,C2/c
Hatrurite,3mm; m,R3m; Cm
Hauchecornite,4/m2/m2/m,P4/mmm
Hauerite,332/m,Pa3
Hausmannite,4/m2/m2/m,I41/amd
Hauyne,43m,P43n
Hawleyite,43m,F43m
Hawthorneite,6/m2/m2/m,P63/mmc
Haycockite,222,P222
Haydeeite,32/m2/m,P3m1
Haywoodite,1,P1
Hazenite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pmnb
Heamanite-(Ce),4/m32/m,Pm3m
Heazlewoodite,322,R32
Hechtsbergite,2/m,P21/c
Hectorfloresite,2/m,P21/a
Hedegaardite,3mm,R3c
Hedenbergite,2/m,C2/c
Hedyphane,6/m,P63/m
Heftetjernite,2/m,P2/c
Heideite,2/m,I2/m
Heidornite,2/m,C2/c
Heinrichite,2/m,P2/c
Hejtmanite,2/m; m,P21/m; Cm
Heklaite,2/m2/m2/m,Pnma
Hellandite-(Ce),2/m,P2/a
Hellandite-(Y),2/m,P2/a
Helmutwinklerite,1,P1
Helvine,43m,P43n
Hematite,32/m2/m; 3mm,R3c; R3c
Hematolite,3,R3
Hematophanite,4mm,P4mm
Hemihedrite,1,P1
Hemimorphite,2mm,Imm2
Hemleyite,3,R3
Hemloite,1,P1
Hendekasartorite,2/m,P21/c
Hendricksite,2/m,C2/m
Heneuite,1,P1
Henmilite,1,P1
Hennomartinite,2mm; 2/m2/m2/m,P21cn; Cmcm
Henritermierite,4/m2/m2/m; 4/m32/m,I41/acd; Ia3d
Henryite,4/m32/m,Fd3c
Henrymeyerite,4/m,I4/m
Hentschelite,2/m,P21/n
Hephaistosite,2/m,P21/c
Heptasartorite,2/m,P21/c
Herbertsmithite,32/m2/m,R3m
Hercynite,4/m32/m,Fd3m
Herderite,2/m,P21/a
Hereroite,2/m,C2/c
Hermannjahnite,2/m,P21/n
Hermannroseite,222,P212121
Herzenbergite,2/m2/m2/m; 2/m2/m2/m; 2/m2/m2/m,Pmcn; Cmcm; Pbnm
Hessite,2/m,P21/c
Hetaerolite,4/m2/m2/m,I41/amd
Heterogenite,32/m2/m; 6/m2/m2/m,R3m; P63/mmc
Heteromorphite,2/m,C2/c
Heterosite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pmnb
Heulandite-Ba,2/m,C2/m
Heulandite-Ca,2/m; m,C2/m; Cm
Heulandite-K,2/m,C2/m
Heulandite-Na,2/m,C2/m
Heulandite-Sr,m,Cm
Hewettite,2/m,P21/m
Hexacelsian,6/m2/m2/m,P63/mcm
Hexaferrum,6/m2/m2/m,P63/mmc
Hexahydrite,2/m,C2/c
Hexahydroborite,2/m; 2/m; 2/m,P2/a; P2/c; C2/c
Hexamolybdenum,6/m2/m2/m,P63/mmc
Hexathioplumbite,6,P63
Heyerdahlite,1,P1
Heyite,2/m,P21/m
Heyrovskyite,2/m2/m2/m; 2/m2/m2/m,Bbmm; Cmcm
Hezuolinite,2/m,C2/m
Hiarneite,4/m2/m2/m,I41/acd
Hibbingite,2/m2/m2/m,Pnam
Hibonite,6/m2/m2/m,P63/mmc
Hielscherite,6,P63
Hieratite,4/m32/m,Fm3m
Hilairite,322,R32
Hilarionite,2/m,C2/m
Hilgardite,1; m,P1; Aa
Hillebrandite,2mm,Cmc21
Hillesheimite,2/m2/m2/m,Pmmn
Hillite,1,P1
Hingganite-(Ce),2/m,P21/c
Hingganite-(Nd),2/m,P21/c
Hingganite-(Y),2/m; 2/m,P21/a; P21/c
Hingganite-(Yb),2/m; 2/m,P21/c; P21/a
Hinsdalite,32/m2/m,R3m
Hiortdahlite,1,P1
Hiroseite,2/m2/m2/m,Pnma
Hitachiite,32/m2/m,P3m1
Hjalmarite,2/m,C2/m
Hlousekite,1,P1
Hodgesmithite,3,P3
Hodgkinsonite,2/m; 2/m,P21/a; P21/c
Hodrusite,2/m; 2/m,A2/m; C2/m
Hoelite,2/m,P21/a
Hoganite,2/m,C2/c
Hogarthite,2/m,C2/m
Hogtuvaite,1,P1
Hohmannite,1,P1
Holdawayite,2/m,C2/m
Holdenite,2/m2/m2/m,Abma
Holfertite,3,P3
Hollandite,2/m,I2/m
Hollingworthite,332,P213
Hollisterite,2/m,C2/m
Holmquistite,2/m2/m2/m,Pnma
Holtedahlite,3mm,P31m
Holtite,2/m2/m2/m,Pnma
Holtstamite,4/m2/m2/m,I41/acd
Homilite,2/m,P21/a
Honeaite,2/m2/m2/m,Pbcm
Hongheite,4/m2/m2/m,P4/nnc
Hongshiite,32/m2/m,R3m
Honzaite,2/m,P21/n
Hopeite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Horakite,2/m,C2/c
Hornesite,2/m,C2/m
Horomanite,4/m2/m2/m,P4/mmm
Horvathite-(Y),2/m2/m2/m,Pmcn
Hoslite,2/m,P21/c
Housleyite,2/m,P21/n
Howardevansite,1,P1
Howieite,1,P1
Howlite,2/m,P21/c
Hrabakite,4/m2/m2/m,P4/mmm
Hsianghualite,332,I213
Huanghoite-(Ce),32/m2/m,R3m
Huangite,32/m2/m,R3m
Huanzalaite,2/m,P2/c
Hubeite,1,P1
Hubnerite,2/m,P2/c
Huemulite,1,P1
Huenite,3mm,P31c
Hugelite,2/m,P21/m
Hughesite,1,P1
Huizingite-(Al),1,P1
Hulsite,2/m,P2/m
Humberstonite,3,R3
Humboldtine,2/m,C2/c
Humite,2/m2/m2/m,Pbnm
Hummerite,1,P1
Hunchunite,4/m32/m,Fd3m
Hundholmenite-(Y),3mm,R3m
Hungchaoite,1,P1
Huntite,322,R32
Hureaulite,2/m,C2/c
Hurlbutite,2/m,P21/a
Hutcheonite,4/m32/m,Ia3d
Hutchinsonite,2/m2/m2/m,Pbca
Huttonite,2/m,P21/n
Hyalotekite,1,I1
Hydroboracite,2/m,P2/c
Hydrocalumite,2/m; 2/m,P2/c; C2/c
Hydrocerussite,32/m2/m; 3mm,R3m; P31m
Hydrochlorborite,2/m,I2/a
Hydrodelhayelite,2mm,Pnm21
Hydrodresserite,1,P1
Hydrohalite,2/m,P21/c
Hydrokenoelsmoreite,4/m32/m,Fd3m
Hydrokenomicrolite,4/m32/m,Fd3m
Hydrokenopyrochlore,4/m32/m,Fd3m
Hydrokenoralstonite,4/m32/m,Fd3m
Hydromagnesite,2/m,P21/c
Hydroniumjarosite,32/m2/m,R3m
Hydroniumpharmacoalumite,43m,P43m
Hydroniumpharmacosiderite,43m,P43m
Hydropascoite,1,P1
Hydroplumboelsmoreite,4/m32/m,Fd3m
Hydropyrochlore,4/m32/m,Fd3m
Hydroredmondite,2/m,P21/n
Hydroromarchite,42m,P421c
Hydrotalcite,32/m2/m,R3m
Hydroterskite,2/m2/m2/m,Pnca
Hydrotungstite,2/m,P2/m
Hydrowoodwardite,32/m2/m,R3m
Hydroxyapophyllite-(K),4/m2/m2/m,P4/mnc
Hydroxycalciopyrochlore,4/m32/m,Fd3m
Hydroxycalcioromeite,4/m32/m; 43m; 332,Fd3m; F43m; F23
Hydroxycancrinite,3,P3
Hydroxyferroromeite,4/m32/m,Fd3m
Hydroxykenoelsmoreite,3,R3
Hydroxykenomicrolite,4/m32/m,Fd3m
Hydroxykenopyrochlore,4/m32/m,Fd3m
Hydroxylapatite,6/m,P63/m
Hydroxylbastnasite-(Ce),6,P6
Hydroxylbastnasite-(La),6,P6
Hydroxylbastnasite-(Nd),6,P6
Hydroxylborite,6/m,P63/m
Hydroxylchondrodite,2/m; 2/m,P21/c; P21/b
Hydroxylclinohumite,2/m,P21/b
Hydroxyledgrewite,2/m,P21/b
Hydroxylellestadite,6/m; 2/m,P63/m; P21/m
Hydroxylgugiaite,42m,P421m
Hydroxylhedyphane,3,P3
Hydroxylherderite,2/m,P21/a
Hydroxylpyromorphite,6/m,P63/m
Hydroxylwagnerite,2/m,P21/c
Hydroxymanganopyrochlore,4/m32/m,Fd3m
Hydroxynatropyrochlore,4/m32/m,Fd3m
Hydroxyplumbopyrochlore,4/m32/m,Fd3m
Hydrozincite,2/m,C2/m
Hylbrownite,2/m,P21/n
